Scene,Scene Condition,Indoors/Outdoors,Scene Complexity,Ohject 1,Object 2,Movement Points,Walking Time,Score,Scoring Time
Hospital,Negative,Indoors,Simple,Butcher,Slipper,(0.0, 0.0) (0.0, 0.0) (-0.5, -0.2) (-0.5, -0.2) (-0.5, -0.2) (-0.7, -0.2) (-1.3, -0.2) (-0.3, -0.4) (0.0, 0.5) (0.5, 0.4) (-0.2, -0.2) (-0.1, -1.0) (-0.1, -1.0) (-0.3, -1.0) (-1.3, -1.1) (-2.2, -1.2) (-3.1, -0.7) (-4.0, -0.4) (-4.9, -0.5) (-5.9, -0.6) (-9.2, -0.9) ,29.54688,6.400003,2.159866
Kitchen,Neutral,Indoors,Simple,Tennis Ball,Lamp,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (-0.3, 0.5) (-1.1, 0.7) (-1.9, 0.4) (-2.3, 1.2) (-3.3, 1.6) (-4.2, 1.7) (-5.2, 1.9) (-6.2, 2.1) (-9.1, 3.5) ,21.41925,4.249995,1.058022
SeaPort,Negative,Outdoors,Complex,Blue Alarm Clock,Bloody Axe,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (-0.1, -0.8) (-0.6, -1.5) (-0.6, -2.5) (-0.7, -3.4) (-0.8, -4.4) (-0.6, -5.3) (-0.7, -6.3) (-1.0, -7.2) (-1.3, -8.1) (-1.5, -9.0) (-1.5, -10.0) (-1.2, -11.0) (-1.3, -11.9) (-1.5, -12.7) (-1.5, -13.7) (-1.4, -14.6) (-0.9, -17.9) ,28.46922,6.400003,1.748734
LivingRoom,Neutral,Indoors,Complex,Electric Kettle,Square Clock,(0.0, 0.0) (0.2, -0.1) (0.1, -0.2) (0.0, -1.1) (0.1, -1.7) (1.0, -1.9) (1.7, -1.8) (1.4, -2.8) (1.1, -3.5) (1.6, -3.0) (2.0, -2.6) (1.3, -3.2) (1.0, -4.1) (1.6, -4.8) (2.1, -5.7) (2.9, -5.9) (2.5, -5.2) (1.6, -4.8) (1.5, -3.9) (1.7, -3.0) (1.6, -2.0) (1.2, -1.7) (0.4, -1.4) (0.3, -0.4) (0.4, 0.5) (-0.1, 1.3) (-0.1, 2.2) (-0.6, 2.7) (-0.2, 3.5) (-0.6, 4.3) (-2.4, 6.8) ,39.39729,4.899998,0.6790466
Office,Neutral,Indoors,Simple,Globe,Wine Bottle,(0.0, 0.0) (-0.1, 0.1) (-0.5, 0.4) (-0.5, 0.4) (-0.5, 0.4) (-0.5, 0.4) (-0.5, 0.4) (-0.5, 0.4) (-0.5, 0.4) (-0.6, 1.2) (-0.4, 2.1) (-0.5, 3.1) (-1.1, 3.9) (-1.9, 4.4) (-2.4, 5.1) (-2.2, 6.0) (-3.6, 9.1) ,25.58394,6.500004,2.994553
Lab,Negative,Indoors,Simple,Cockroach,Flashlight,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.1, 0.4) (1.1, 0.6) (2.1, 0.7) (2.3, 1.7) (2.5, 2.6) (3.2, 6.1) ,17.78523,6.050002,42.88997
Library,Negative,Indoors,Complex,Cauldron,Laptop Bag,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.1, -0.2) (0.1, -0.2) (0.1, -0.2) (0.1, -0.2) (0.1, -0.3) (0.9, -0.2) (1.8, 0.3) (2.6, 0.9) (3.5, 0.9) (4.3, 1.3) (3.9, 2.1) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 2.2) (3.6, 1.9) (4.0, 1.7) (7.0, 3.1) ,39.7795,3.999995,2.871735
Park,Neutral,Outdoors,Simple,Traffic Cone,Glasses,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (1.0, 0.0) (2.0, 0.0) (2.9, 0.5) (3.7, 0.9) (4.7, 1.2) (5.5, 1.7) (6.3, 2.3) (7.2, 2.8) (7.9, 2.4) (8.6, 2.6) (9.4, 2.6) (10.4, 2.9) (11.1, 3.4) (13.6, 5.1) ,25.19504,6.850005,1.314911
Desert,Negative,Outdoors,Simple,Running Shoe,Zombie,(0.0, 0.0) (0.0, 0.0) (-0.5, 0.5) (-1.4, 0.8) (-2.1, 1.2) (-2.5, 2.2) (-3.1, 3.0) (-3.8, 3.7) (-4.5, 4.3) (-5.3, 4.9) (-6.1, 5.5) (-6.8, 6.2) (-7.5, 6.9) (-8.3, 7.6) (-9.0, 8.3) (-9.5, 9.1) (-10.2, 9.8) (-10.7, 10.6) (-13.9, 12.3) ,27.84625,4.549996,3.740875
Forest,Neutral,Outdoors,Complex,Backpack,Tape,(0.0, 0.0) (-0.1, -0.2) (-0.6, -0.9) (-1.3, -1.6) (-1.8, -2.3) (-2.3, -2.8) (-2.8, -3.7) (-3.1, -4.5) (-3.7, -5.3) (-4.2, -6.1) (-4.4, -6.9) (-5.1, -7.6) (-5.5, -8.4) (-7.0, -11.4) ,22.63101,4.349996,1.315338
SeaPort,Negative,Outdoors,Complex,Suitcase,Guillotine,(0.0, 0.0) (0.0, 0.0) (0.1, -0.1) (0.8, -0.8) (0.9, 0.1) (1.2, 0.9) (2.0, 1.5) (2.0, 2.2) (1.7, 2.9) (2.4, 3.3) (2.5, 3.4) (2.5, 3.4) (2.4, 4.3) (1.9, 5.1) (1.3, 5.8) (1.2, 6.8) (1.5, 7.7) (1.8, 8.6) (1.6, 9.6) (1.4, 10.5) (1.1, 11.4) (0.8, 12.3) (0.3, 13.2) (0.3, 14.2) (-0.1, 15.1) (-0.1, 15.6) (-0.1, 16.4) (-0.8, 19.1) ,36.03586,6.900005,1.917572
Lab,Negative,Indoors,Simple,Bloody Baseball Bat,Toy Truck,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.7, -0.6) (0.8, 0.0) (0.8, 0.0) (0.8, 0.0) (0.9, -0.1) (1.5, -0.8) (2.2, -1.5) (2.9, -2.2) (3.5, -3.0) (4.6, -5.8) ,21.28406,6.000002,1.967712
Desert,Negative,Outdoors,Simple,Tire,Snake,(0.0, 0.0) (0.0, 0.0) (-0.3, -0.1) (-1.2, 0.1) (-2.1, 0.4) (-3.1, 0.5) (-4.1, 0.7) (-5.1, 0.9) (-6.1, 1.1) (-7.0, 1.5) (-7.9, 1.7) (-8.9, 1.8) (-9.9, 2.0) (-10.9, 2.2) (-11.9, 2.3) (-12.8, 2.5) (-13.7, 3.0) (-14.6, 3.5) (-15.5, 3.9) (-16.4, 4.4) (-17.2, 4.9) (-18.1, 5.3) (-19.1, 5.7) (-20.0, 6.1) (-20.9, 6.4) (-21.9, 6.4) (-21.6, 6.0) (-21.6, 6.0) (-21.6, 6.0) (-21.6, 6.0) (-21.6, 6.0) (-21.6, 6.0) (-21.6, 6.0) (-21.6, 6.0) (-21.1, 5.9) (-21.1, 6.4) (-21.9, 5.9) (-22.1, 6.0) (-25.2, 6.3) ,47.45694,6.400003,1.526794
Forest,Neutral,Outdoors,Complex,Duck,Fan,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.1, 0.8) (0.5, 1.7) (0.6, 2.7) (0.8, 3.5) (1.2, 4.4) (1.2, 5.4) (1.4, 6.3) (1.5, 7.3) (1.5, 8.2) (1.3, 11.4) ,28.46301,6.300003,24.35059
Office,Neutral,Indoors,Simple,Girl,Spray Bottle,(0.0, 0.0) (0.0, 0.0) (0.8, 0.2) (1.7, 0.7) (2.3, 1.5) (2.8, 2.3) (3.2, 3.2) (3.6, 4.1) (4.0, 5.0) (4.0, 6.0) (4.0, 6.6) (4.0, 6.6) (4.0, 6.6) (4.0, 6.6) (4.0, 6.7) (3.9, 6.8) (3.8, 7.3) (3.5, 7.2) (3.9, 7.1) (3.8, 7.1) (5.1, 10.1) ,29.72241,5.249999,1.95105
LivingRoom,Neutral,Indoors,Complex,Sunglasses,Desk Lamp,(0.0, 0.0) (0.0, 0.0) (0.5, 0.0) (0.9, 0.7) (1.0, 0.9) (1.2, 1.8) (1.0, 2.8) (1.1, 3.6) (1.9, 4.1) (2.8, 4.6) (2.7, 5.4) (3.0, 5.0) (3.1, 5.7) (1.6, 8.5) ,22.40906,4.699997,0.6914673
Hospital,Negative,Indoors,Simple,Balloon,Creepy Girl,(0.0, 0.0) (0.0, 0.0) (-0.6, 0.5) (-1.3, 1.2) (-2.2, 1.1) (-3.1, 1.5) (-3.9, 2.1) (-4.9, 2.3) (-5.8, 2.5) (-6.8, 2.6) (-7.8, 2.6) (-8.8, 2.7) (-9.7, 2.8) (-12.9, 4.1) ,22.63635,6.900005,2.315674
Library,Negative,Indoors,Complex,Ping Pong,Bloody Chair,(0.0, 0.0) (0.0, 0.0) (0.0, 0.8) (-0.7, 1.3) (-1.6, 1.3) (-2.2, 1.5) (-3.1, 1.8) (-4.0, 1.7) (-4.9, 1.7) (-7.2, 3.2) ,18.00427,5.149999,2.646118
Kitchen,Neutral,Indoors,Simple,Stapler,Grandfather Clock,(0.0, 0.0) (0.0, 0.0) (0.7, 0.0) (1.7, 0.2) (2.5, 0.7) (3.2, 1.5) (3.7, 2.3) (4.7, 5.7) ,16.81262,4.899998,0.7368164
Park,Neutral,Outdoors,Simple,Headphones,Mail Box,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (-0.7, 0.4) (-1.2, 1.2) (-1.5, 2.2) (-1.8, 3.1) (-2.1, 4.0) (-2.6, 4.9) (-2.9, 5.9) (-3.8, 9.1) ,20.56329,4.949998,1.014282
Park,Neutral,Outdoors,Simple,USB Stick,Deer,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.9, 0.5) (1.7, 1.0) (2.5, 1.6) (3.4, 2.0) (4.1, 2.6) (5.1, 2.6) (6.1, 2.9) (7.0, 3.3) (7.9, 3.7) (8.7, 4.1) (9.5, 4.4) (11.9, 6.2) ,24.30573,6.350003,1.514709
Lab,Negative,Indoors,Simple,Pot,Skull,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (-0.1, 0.1) (-0.5, 0.7) (-0.2, 1.5) (-0.7, 2.4) (-1.3, 3.1) (-1.4, 3.1) (-2.1, 3.5) (-2.2, 3.6) (-2.2, 3.6) (-2.2, 3.6) (-2.2, 3.6) (-2.2, 3.6) (-2.3, 3.6) (-2.9, 4.3) (-3.0, 4.4) (-4.1, 7.1) ,28.78436,8.25001,2.66864
Office,Neutral,Indoors,Simple,Cargo,Brush,(0.0, 0.0) (0.0, 0.0) (0.8, 0.1) (1.4, 0.8) (2.3, 1.1) (2.8, 1.9) (3.1, 2.2) (3.1, 2.2) (3.1, 2.2) (3.1, 2.4) (3.3, 3.0) (3.6, 6.2) ,20.64661,7.150006,9.299805
Library,Negative,Indoors,Complex,Telephone,Doll Head,(0.0, 0.0) (0.0, 0.0) (0.0, 0.0) (0.5, 0.2) (1.4, 0.6) (2.3, 0.5) (3.3, 0.8) (4.2, 1.1) (5.2, 1.1) (6.1, 1.5) (8.9, 2.6) ,19.14117,6.400003,0.8601074
